textID,preprocessed_text,Length_of_Preprocessed_Text,class
f294664ee8,sad sorry hear sweet dog,5,1
a920721ea4,nah pooped moving day laying relaxing lol,7,0
5da43b3792,glad brought sorry foot shorty gonna relax wit heels,9,1
0b64c5977e,really android twitter app tweetie calibre,6,0
40891aef0d,friday sick story life,4,1
d9ca6707c1,walah still not getting full idea,6,1
68e13bfa2b,monday blues not today not,5,0
33bd28dd68,gonna miss nanna bampa going lake disdrict omg got disney channel miss baby matt love mitchel,16,0
778184dff1,lol know haha fall asleep get bored shaun joke,9,1
bc7f3ed25d,home not well hate not workin,6,1
9f4dab6150,knew something wrong guy confirmed thanks pic,7,0
5e7a538e87,bad good leader delegate,4,0
c99298f8df,hmmm offer tesco well not think wee one next stock,10,0
c1885fae62,yea looks like sorry abt gettin touch hectic,8,1
9176985aae,waving wanna come get diablo barked much til made sick,10,1
c0ea6aed71,stuck awful traffic way wedding ceremony supposed start ughhh,9,1
c686989fce,one moment woke,3,0
d4824f31d8,never knew dentention hard get,5,1
69267cdc12,dog doggy park,3,0
3578ec042e,haha calm youll get shades still sick tho prolly knockout,10,1
601586df5e,ants lollipop,2,0
51910843dc,bum hurts,2,1
5e06140be6,writing first showstoppers entry lost hours work due server issues,10,1
a9aaef180c,hairs straight lmao,3,0
72c4a3023e,getting excited weekend hang going alone never mind excitement lost,10,0
b4e91ab0d4,nooooo get haha gone late,5,0
870c815228,people deceitful unreal love steve jones channing tatum renewed lol soo nice,12,0
f2f112a6cf,santa monica bound,3,0
5a89839d1f,mean makes sad,3,1
2bf2ce61d5,awful hiccups today not fall asleep,6,1
cdb1239bd9,ready raining miami though cavs right,6,0
53a35590bb,read meant toys though,4,0
b396aadac2,tegan sara fan follow,4,0
f9557de9bb,hot not like,3,1
0e60538f42,http twitpic com bbq time,5,0
7ff2dbbe25,cool people want find following today english guess english not tweet,11,0
edad720595,phew scared wont access mexico,5,1
5572972d36,rehearse starving,2,1
981a241496,man great nap still alittle tired pizza dinner,8,0
668b11d461,wants walmart not alone,4,0
2eda979411,loudly said something coworker replied dont know brian klemm even love brian klemm tronic,14,0
2.23E+13,mourning miss homesssssskooooler fair today,5,1
0009df8104,come cold days ago wicked nice feel like need winter coat back,12,0
fb06203c58,love laughter creativity,3,0
54dcf3943c,http onoir com try tell everyone goes montreal check even people live,12,0
0a6d69b680,trying wake finding hard,4,1
e79cdd9bb8,wgn chicago used calm airing ideas last days changed programing sound bite shouting,13,0
e08be332c6,home feeling tired want take nap not,7,1
fa8f9de34e,man sorry logical reasoning promise study order tutor new student give,11,1
cbc9125150,hate feeling like,3,1
edc32dc56b,watch teen nick,3,0
44be7cf097,dear michael sorce crack sincerely,5,0
5b34a814eb,nin app gets rejected apple reznor threatens jailbreak always entertaining http viigo sxb,13,1
a250339cc7,forced eat red hotdogs coz starving nothing else breakfast ick,10,1
88a2fee6db,hey tip wifi networking one many talents get bothered lol,10,0
518cdce704,nope not done yet,4,0
7670707697,woken finally long night tea toast coming,7,0
bd3145be68,dear sunburned back,3,1
a329b14fec,yess,1,0
e6c9c4b498,glad wasnt real diver theory test failed got questions right mins left lol,13,0
bc12e87b0f,depressed already isnt want book,5,0
b1121e2efe,lol sun hiding hes lie hows,6,0
b5c4912b8b,greenville drive games not without baseball guy clown,8,1
26da6763b7,annoying problem thighs hips hope catch soon,7,1
5377b79946,uploaded random fandom trailer youtube check also http tinyurl com oyfl,11,0
16ea475e28,done wow blogging huggles,4,0
411d9edfa5,drinks din amy lori,4,0
03c0a20b7a,lol funny thing not even know class even race half people group yes clueless,14,0
2a00259415,think tigers crumbling not surprising really lol,7,0
c3840f443c,congrats graduates beautiful thing big deal jus wish cudve attended lil man ryan kdg graduation feel sad,17,0
d3f853939f,yeah getting ready get pizza nothing maybe gnt want play xbox,11,0
641555ac70,hmmm maybe meant eluded something brand new know media,9,0
43c4c4e25d,bgt dcd seniors good not good enough,7,0
95c725edb6,got back absolutely exhausted hours work,6,1
8767661278,btw nathanfillion trying beat flight control score well maybe follow,10,0
9672b4ee61,green day performing snl next week sorry made happy still ditzy justin timberlake skits,14,0
b5a110f491,pleasure,1,0
dd105d8546,body hurt need rub like,5,1
a79b6d3d87,not find pictures,3,0
ca25cb4c3b,know sometimes letting makes difference,5,0
4ead73f787,ooh two books buy,4,0
b53a56b79b,moooooorning http plurk com,4,0
e302ba395c,throat killing,2,1
ae730e3596,welcome back school not study hard take time smell roses,10,0
2dc0c68463,moving canada,2,0
a7577aed86,migraine fighting way back last night,6,1
6bc1a0f105,heerlen sunday not right,4,0
bb2a527cb9,truong sunbae bad jst scratch wht said talking nonsense lol enjoy perfs,12,0
2b02082cc8,http twtvite com koyqo twtvite aptw miss engagements,8,0
1dc70c74c4,bout watch movie drink wit martin leslie,7,0
9c2c176eaf,atl morning back clemson,4,0
900dda5ae1,glad stopped raining umbrella broke today,6,0
cf6a268a55,dfizzy ever read got one question would ever date fan lmao,11,0
45f6421f48,alright missed one crazy party last night,7,1
e3a1b65ef3,going miss roomie long roomies starting tomorrow,7,1
a2a32903e7,dreary monday morning slept like give break,7,1
30faedb5d4,awwwwwwww man baby dried,4,1
3cf9088652,think didnt well photo editing sorry,6,1
080b93a03d,main settings page iphone scroll see,6,0
35f6369099,mine told couple weeks ago not find guys hot apart ones,11,1
0e47e9bdf3,goodbye city let hurry give cuz paper work summer,9,0
be5c38dab3,might cornerstone year,3,0
9159e639ab,well thats day watching panthers tonight beat saints fingers crossed cause qld teams playing round,15,0
3f04ff303b,oooh right zoo think months time could regular meeting place,10,0
e87dc64a93,started saving tumblr drafts happened week sad,7,1
576fed62f8,yeah neither huntsville would quit jobs one job,8,0
5e074f5fa9,griffin spent yesterday nursing one replace vodka wine japanese posh dinner,11,0
42a603204f,brads finished lol,3,0
7279ef52d3,intruder well said please take hands not cope set fox,10,1
42e305ec17,yeah lying bed thing bugger blocking creativity bad pinned pet cat apparently,12,1
5d3ba9ced7,not like changes feel like google send email tell things gunna phone,12,1
4b38f22fb7,awww sucks,2,1
50bb920617,fyi connie carla not totally awesome previews make seem sorry one,11,1
57c71184d0,see christoph please tell lunch packed morning left fridge,9,0
9f03acc2ae,history project,2,0
126b1e6a22,kinda turns buy dig deep hole etc,7,1
04d08b4ef3,wordsaftersex rug burns,3,0
febbd3b8d9,havent west since think picked bad wknd overcast tho,9,1
6c829e00ae,epic writing fail going try sleep,6,1
678cddf365,crowntown think may meet let get ready ill let know,10,0
fb74fe88e2,two small dogs good hear center parcs take cruising new york queen mary real treat,15,1
08005e1d8a,ouch really hurt,3,1
f939992ab4,finished tennis match lost tho,5,0
659b90e30c,got,1,0
ef8f97debb,poor beta took seattle riding lap plane happy week long outage cold,12,0
21afcda908,getting swing things miss someone,5,1
bcbbb023a3,someone make cofffeeeeeee,3,0
678dd4ce03,myhouse girls tonight,3,0
bd1fc290f6,nit cant,2,1
85f4545fe2,skies want dance not really listened song since left makes miss,11,1
89a2b9b242,well scared saying may rustling trees happy sunday sir,9,0
af86984923,next time,2,0
fea3c0ce76,breannarose fuuuuuuck idk andy get youuuu,6,1
a2b498f846,ugh missed potus five guys blocks house blocks job http www politico com politico,14,1
4860f705c1,chipotle line door really want,5,0
35c7182cb7,not time twitter since working full time,7,0
6125441aae,aww sorry glad mommy took care erin fun bug colorado,10,0
24e5c64279,got home yay guys http plurk com svdpu,8,0
5c0342a099,learned aobut starwarsday thus movies han solo shot first deal,10,0
0ae607ab07,vegetable,1,0
834e3800a5,nicole close eyes watch,4,0
0c8d8b7013,mean lil boy ever lil girl everyone loved,8,0
bc209b3ad3,know late tcu nightly scan starts well graduated today,9,0
51ca53147d,hungraaaaaaaaay eat not away twitter lunch,6,0
3cbcb82071,lol bad taken,3,1
d37ab41201,poor wavves meltdown barcelona drummer walked shoes thrown hands face,10,0
8dda796062,cambie slightly event leave waiting feedback though keep posted,9,0
57a7111115,ugh not know even care nicole richie missed last nite despite twitter,12,1
3a567ecc5d,class back hours,3,0
9179d1c84f,claude debussy homeboy,3,0
d5431b452b,tom plans germany answer germany fas,6,0
321886a8d8,omg really ran wall,4,0
e05cd2ab1a,might guessed crafty lady like would laminator mine cheap one worked brilliantly,12,0
59e03918a3,shall drink lots,3,0
14511658bb,hungry single heading golfing range soon,6,1
cca6d31a25,red wtf happened dark blue black stripes,7,1
d0e0438aee,story wanna know wanna know,5,0
325285b4c7,lol bothers messing metabolism drinking lots water pretending different food mmmm grapes,12,1
4a7c71fcd1,naplan testing tuesday wednesday thursday afraid maths one english not much,11,1
b2f2f7e88a,midnight,1,0
3c4450a88d,heading south jacked mess around,5,0
b72c084326,found ride,2,0
81a05efb02,back tweetie,2,0
56e3b4e55a,bored extremely bored car waiting dad dinner chinese yummm,9,0
4a1ce7dc3b,night cookers dad,3,0
54c198e817,want like horatio caine,4,0
a4439217cb,making logo photoshop not work hehe try lah,8,0
5db94b9b63,grown,1,0
f7bb505276,phil miss gracin presence not much new,7,1
90acb2fd3c,gooooooood night cant believe tomoroo cancelled still gonna giid night gni cant beat,13,0
d4d73f8bff,yeah vomiting tonight bit sniffly bens trying get sleep right,10,0
4268ec16b5,sucky,1,0
c74fafdb94,twitter driving nuts wont let download profile pic guess keep trying,11,1
2cb57ce050,got paid nowhere near much thought would,7,0
22a6e0da1b,busy day disappointed today show repeat,6,1
2036d073e1,enjoying great sunshine indoors not feel good today,8,0
dc14c1703b,need replace macbook display chf work hardware almost half price,10,0
432c5723eb,want get hands dirty fubumvc http bit documentation not yet complete,11,1
18d67e129c,would give anything bad tennessee,5,1
0d166cad9a,one less follower makes sad feel like life dull uninteresting,10,1
c39c32af5a,hahahahahahhaaaa god randy miss hope great time buddy catch wave,10,0
f3a77c2b5e,nesmith,1,0
531c7ad5ed,one bad days migraine today since neck surgery months,9,1
7.29E+78,sad hear ashleycat,3,1
14121b5602,bummed babydoll spaghetti strap tank three wolf moon shirts love meme hate wearing fabric box,15,0
ce6e011055,hank thompson big one got away hmm old remember http blip jboh,12,0
85c1dbf1a5,hair cut looks like,4,1
35a2180425,got email telling could got monday flight sfo cheap biz class booked tomorrow,13,1
c48776d616,eeeeeeeeeeeeee jealous sia didnt get seee,6,1
7c49fb8446,gonna chop tiny bits one two,6,1
d631c88919,yield computer webkinz fan club,5,0
4523e9508c,nomatter much sleep still tired,5,1
7aa5241d51,girls confusing,2,0
427172cda4,well bell hooks teaching transgress sometimes miss teaching messing bad system,11,1
d878cf0cb3,hate parents,2,1
a2b0366a80,terrible trouble isp words child would drop pider pade etc needed lessons bad memories,14,1
ff67416a7a,not sure part replying lol starts soon,7,0
9362445d35,nope come back,3,0
9d8dbb479f,love hate loved yesterday ill hate tomorrow confused,8,0
1d02e071ee,figuring twitter thing works,4,0
95307ec44e,saw drag hell sam ramei excellant usual kitty scene kinda hard,11,0
c180d0029c,hey thankyou,2,0
830204562f,waaaaayyyyy hot,2,1
8a30be8cc7,not happy lucky today world not feel ugly,8,0
ff6acd2f7f,eating nothing drinking water watch movie join,7,0
855dc31191,ever seen way uses browser probably like copies running http bit doeej,12,0
dc77fa946b,looking job,2,0
3afcddc07d,got chili beans shirt hate messy eater lady,8,1
f7fdea625a,bored barely even tweet nothing talk boredboots,7,1
85d457e045,swa pets good news owners bad news people allergies needed fly less sad many know,15,0
aad2eb26cd,nope not worry possibility worried goog design personal taste actually,10,1
e7898899a3,sunday mother day,3,0
bc6cc9565c,still raining bay forget sunshine looks like,7,1
99cd70b2ce,wish chick filas definently jealous,5,1
d188dc6245,started fisnihsed gossip girl yesert day,6,0
a621de5542,thats enough,2,0
bfffab519e,taking nap work sleep right nap felt soooo good seems like bad idea,13,0
d91a78658e,miss way much cnt stop thinking nite nite folkkz,9,1
7e15438cc8,today maintenance day flat blog yeahhhh lot little works,9,0
f973d336f8,hiya get picture converse get converse,6,0
0541e800e0,know not saying hell,4,1
adc2bd4e63,family comes probably not weekend,5,0
bd6e74ec34,honour starwarsday fired new hope dvd player full thx glory,10,0
d478a9419c,earthlink says modem dead want buy new one sign one year contract argh,13,1
d22e6d40a7,went sleep power cut noida power back not working,9,1
216a8bdc6c,twitter stop let change background image imagine shiny nhl ring background,11,1
bf3b0f2246,bff rocking hotel california songs done stay next hmmm careless whisper,11,1
7da058a4f6,deplurk gah need concentrate jap visit http jynxedpanda com site time heh http plurk com,15,1
58c50a1df5,tryin figure direct message gettin frustrated,6,1
3addf33859,liam peed potty,3,1
1382e45cda,mcdonalds car http tinyurl com onoger,6,0
8911f77bb8,trying tag picture facebook already tags lol,7,0
413195db27,wondering happened sun may grey,5,1
370880f242,realy boo oring book side not studyin sure,8,1
bb370f8d42,run moon day not bad,5,0
951960a629,thought fanta,2,0
e5718ffbd0,wants smoke cig not light,5,0
817eaddad2,wine beer champagne lets see goes tomorrow lol,8,0
10133a7283,died wait magic jack read,5,0
e0eebaa668,eliza ohhhh makes sense need reread lotr trilogy lost three books long time ago sad,15,1
